set_boundary,context,trigger,query,reason
11,mall,electronics store,gift shop,query_not_in_context
11,restaurant,soup,cake,trigger_not_in_context
11,restaurant,soup,cake,trigger_not_in_context
11,restaurant,soup,cake,trigger_not_in_context
11,restaurant,cake,salad,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,vodka,trigger_not_in_context
11,restaurant,cocktails,soup,query_not_in_context
11,restaurant,cake,salad,query_not_in_context
11,restaurant,soup,vodka,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,salad,cocktails,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soda,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,cocktails,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,vodka,soup,query_not_in_context
11,restaurant,salad,vodka,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,vodka,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,soup,cocktails,trigger_not_in_context
11,restaurant,cocktails,salad,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,cocktails,salad,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,soda,trigger_not_in_context
11,restaurant,salad,cocktails,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,vodka,salad,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,soda,salad,query_not_in_context
11,restaurant,vodka,soup,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,soup,vodka,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,cake,salad,query_not_in_context
11,restaurant,soup,soda,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,soup,cocktails,trigger_not_in_context
11,restaurant,salad,soda,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,vodka,salad,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,soda,soup,query_not_in_context
11,restaurant,salad,soda,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,soup,salad,query_not_in_context
11,restaurant,soup,soda,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,cocktails,salad,query_not_in_context
11,restaurant,soda,salad,query_not_in_context
11,restaurant,soda,soup,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,soup,vodka,trigger_not_in_context
11,restaurant,soup,salad,query_not_in_context
11,restaurant,soup,salad,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,soup,vodka,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,vodka,soup,query_not_in_context
11,restaurant,soup,soda,trigger_not_in_context
11,restaurant,soup,salad,query_not_in_context
11,restaurant,soup,cocktails,trigger_not_in_context
11,restaurant,cocktails,soup,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,soda,salad,query_not_in_context
11,restaurant,soup,cocktails,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,vodka,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,vodka,soup,query_not_in_context
11,restaurant,soup,salad,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,soup,soda,trigger_not_in_context
11,restaurant,soup,soda,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,soup,salad,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,cake,salad,query_not_in_context
11,restaurant,salad,vodka,trigger_not_in_context
11,restaurant,cake,salad,query_not_in_context
11,restaurant,cocktails,salad,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,soup,cocktails,trigger_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,salad,cocktails,trigger_not_in_context
11,restaurant,soup,soda,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,soda,salad,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,soup,cocktails,trigger_not_in_context
11,restaurant,soda,salad,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soda,trigger_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,salad,soup,query_not_in_context
11,restaurant,vodka,soup,query_not_in_context
11,restaurant,cake,soup,query_not_in_context
11,restaurant,salad,cake,trigger_not_in_context
11,salad,tuna,lettuce,trigger_not_in_context
11,salad,cigarettes,dressing,trigger_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,lettuce,meat,query_not_in_context
11,salad,chips,cigarettes,query_not_in_context
11,salad,cigarettes,lettuce,trigger_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,chips,cigarettes,query_not_in_context
11,salad,meat,cigarettes,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,chips,dressing,trigger_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,cigarettes,lettuce,trigger_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,tuna,cigarettes,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,chips,dressing,trigger_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,cigarettes,lettuce,trigger_not_in_context
11,salad,tuna,cigarettes,query_not_in_context
11,salad,chips,lettuce,trigger_not_in_context
11,salad,meat,dressing,trigger_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,chips,tuna,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,chips,tuna,query_not_in_context
11,salad,meat,lettuce,trigger_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,lettuce,chips,query_not_in_context
11,salad,tuna,chips,query_not_in_context
11,salad,tuna,lettuce,trigger_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,tuna,dressing,trigger_not_in_context
11,salad,dressing,cigarettes,query_not_in_context
11,salad,lettuce,cigarettes,query_not_in_context
11,salad,dressing,cigarettes,query_not_in_context
11,salad,chips,lettuce,trigger_not_in_context
11,salad,lettuce,cigarettes,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,cigarettes,lettuce,trigger_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,chips,dressing,trigger_not_in_context
11,salad,meat,lettuce,trigger_not_in_context
11,salad,chips,lettuce,trigger_not_in_context
11,salad,tuna,chips,query_not_in_context
11,salad,meat,cigarettes,query_not_in_context
11,salad,chips,cigarettes,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,dressing,chips,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,lettuce,chips,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,chips,lettuce,trigger_not_in_context
11,salad,meat,tuna,query_not_in_context
11,salad,tuna,dressing,trigger_not_in_context
11,salad,chips,tuna,query_not_in_context
11,salad,cigarettes,tuna,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,tuna,chips,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,meat,tuna,query_not_in_context
11,salad,chips,cigarettes,query_not_in_context
11,salad,cigarettes,tuna,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,meat,lettuce,trigger_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,tuna,meat,query_not_in_context
11,salad,tuna,lettuce,trigger_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,chips,lettuce,trigger_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,lettuce,cigarettes,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,tuna,chips,query_not_in_context
11,salad,meat,chips,query_not_in_context
11,salad,lettuce,cigarettes,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,tuna,meat,query_not_in_context
11,salad,chips,cigarettes,query_not_in_context
11,salad,meat,tuna,query_not_in_context
11,salad,cigarettes,tuna,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,meat,dressing,trigger_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,dressing,chips,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,tuna,cigarettes,query_not_in_context
11,salad,chips,cigarettes,query_not_in_context
11,salad,tuna,meat,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,lettuce,meat,query_not_in_context
11,salad,tuna,chips,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,tuna,cigarettes,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,tuna,lettuce,trigger_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,dressing,cigarettes,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,lettuce,meat,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,meat,lettuce,trigger_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,chips,dressing,trigger_not_in_context
11,salad,cigarettes,dressing,trigger_not_in_context
11,salad,lettuce,meat,query_not_in_context
11,salad,tuna,dressing,trigger_not_in_context
11,salad,meat,dressing,trigger_not_in_context
11,salad,lettuce,cigarettes,query_not_in_context
11,salad,tuna,meat,query_not_in_context
11,salad,tuna,cigarettes,query_not_in_context
11,salad,meat,chips,query_not_in_context
11,salad,cigarettes,dressing,trigger_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,tuna,meat,query_not_in_context
11,salad,tuna,lettuce,trigger_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,meat,lettuce,trigger_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,cigarettes,dressing,trigger_not_in_context
11,salad,chips,lettuce,trigger_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,dressing,meat,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,cigarettes,tuna,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,meat,cigarettes,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,chips,meat,query_not_in_context
11,salad,chips,dressing,trigger_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,cigarettes,tuna,query_not_in_context
11,salad,dressing,cigarettes,query_not_in_context
11,salad,meat,lettuce,trigger_not_in_context
11,salad,tuna,dressing,trigger_not_in_context
11,salad,meat,cigarettes,query_not_in_context
11,salad,chips,tuna,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,chips,tuna,query_not_in_context
11,salad,cigarettes,chips,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,lettuce,cigarettes,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,meat,cigarettes,query_not_in_context
11,salad,dressing,tuna,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,cigarettes,meat,query_not_in_context
11,salad,cigarettes,tuna,query_not_in_context
11,salad,dressing,meat,query_not_in_context
11,salad,dressing,meat,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,dressing,cigarettes,query_not_in_context
11,salad,lettuce,tuna,query_not_in_context
11,salad,tuna,dressing,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,zoology,philosophy,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,physics,philosophy,query_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,zoology,philosophy,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,geology,trigger_not_in_context
11,science,geology,art,query_not_in_context
11,science,physics,art,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,zoology,trigger_not_in_context
11,science,math,philosophy,query_not_in_context
11,science,art,zoology,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,math,philosophy,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,zoology,trigger_not_in_context
11,science,art,physics,trigger_not_in_context
11,science,philosophy,art,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,zoology,trigger_not_in_context
11,science,math,philosophy,query_not_in_context
11,science,art,physics,trigger_not_in_context
11,science,art,zoology,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,geology,trigger_not_in_context
11,science,zoology,art,query_not_in_context
11,science,zoology,philosophy,query_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,zoology,art,query_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,geology,trigger_not_in_context
11,science,zoology,art,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,geology,trigger_not_in_context
11,science,art,geology,trigger_not_in_context
11,science,philosophy,art,query_not_in_context
11,science,geology,philosophy,query_not_in_context
11,science,math,philosophy,query_not_in_context
11,science,art,physics,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,physics,art,query_not_in_context
11,science,physics,philosophy,query_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,art,query_not_in_context
11,science,geology,philosophy,query_not_in_context
11,science,art,zoology,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,geology,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,art,geology,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,zoology,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,math,art,query_not_in_context
11,science,philosophy,zoology,trigger_not_in_context
11,science,physics,art,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,art,query_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,philosophy,physics,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,art,zoology,trigger_not_in_context
11,science,philosophy,zoology,trigger_not_in_context
11,science,geology,art,query_not_in_context
11,science,zoology,philosophy,query_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,art,physics,trigger_not_in_context
11,science,physics,art,query_not_in_context
11,science,philosophy,physics,trigger_not_in_context
11,science,zoology,philosophy,query_not_in_context
11,science,math,art,query_not_in_context
11,science,philosophy,art,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,art,philosophy,query_not_in_context
11,science,geology,art,query_not_in_context
11,science,geology,art,query_not_in_context
11,science,zoology,philosophy,query_not_in_context
11,science,physics,philosophy,query_not_in_context
11,science,math,philosophy,query_not_in_context
11,science,art,physics,trigger_not_in_context
11,science,geology,art,query_not_in_context
11,science,art,geology,trigger_not_in_context
11,science,philosophy,math,trigger_not_in_context
11,science,philosophy,physics,trigger_not_in_context
11,science,philosophy,physics,trigger_not_in_context
11,science,art,math,trigger_not_in_context
11,science,geology,philosophy,query_not_in_context
11,science,art,math,trigger_not_in_context
11,science,philosophy,geology,trigger_not_in_context
11,science,physics,art,query_not_in_context
11,science,art,zoology,trigger_not_in_context
11,throw,lawnmower,beach ball,trigger_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,shovel,beach ball,trigger_not_in_context
11,throw,shovel,lawnmower,query_not_in_context
11,throw,boomerang,tires,query_not_in_context
11,throw,beach ball,shovel,query_not_in_context
11,throw,football,shovel,query_not_in_context
11,throw,tires,shovel,query_not_in_context
11,throw,boomerang,tires,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,lawnmower,boomerang,trigger_not_in_context
11,throw,shovel,boomerang,trigger_not_in_context
11,throw,boomerang,lawnmower,query_not_in_context
11,throw,football,tires,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,shovel,beach ball,trigger_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,lawnmower,boomerang,trigger_not_in_context
11,throw,beach ball,lawnmower,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,tires,beach ball,trigger_not_in_context
11,throw,boomerang,lawnmower,query_not_in_context
11,throw,tires,shovel,query_not_in_context
11,throw,beach ball,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,shovel,beach ball,trigger_not_in_context
11,throw,football,shovel,query_not_in_context
11,throw,tires,beach ball,trigger_not_in_context
11,throw,lawnmower,boomerang,trigger_not_in_context
11,throw,beach ball,tires,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,shovel,lawnmower,query_not_in_context
11,throw,tires,lawnmower,query_not_in_context
11,throw,shovel,boomerang,trigger_not_in_context
11,throw,tires,boomerang,trigger_not_in_context
11,throw,football,shovel,query_not_in_context
11,throw,tires,boomerang,trigger_not_in_context
11,throw,tires,football,trigger_not_in_context
11,throw,tires,football,trigger_not_in_context
11,throw,tires,football,trigger_not_in_context
11,throw,shovel,boomerang,trigger_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,tires,lawnmower,query_not_in_context
11,throw,boomerang,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,shovel,lawnmower,query_not_in_context
11,throw,football,tires,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,shovel,lawnmower,query_not_in_context
11,throw,tires,lawnmower,query_not_in_context
11,throw,shovel,football,trigger_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,football,lawnmower,query_not_in_context
11,throw,shovel,football,trigger_not_in_context
11,throw,tires,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,boomerang,shovel,query_not_in_context
11,throw,beach ball,tires,query_not_in_context
11,throw,lawnmower,football,trigger_not_in_context
11,throw,boomerang,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,boomerang,lawnmower,query_not_in_context
11,throw,lawnmower,football,trigger_not_in_context
11,throw,beach ball,tires,query_not_in_context
11,throw,boomerang,tires,query_not_in_context
11,throw,boomerang,lawnmower,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,lawnmower,football,trigger_not_in_context
11,throw,boomerang,lawnmower,query_not_in_context
11,throw,beach ball,tires,query_not_in_context
11,throw,tires,shovel,query_not_in_context
11,throw,tires,boomerang,trigger_not_in_context
11,throw,beach ball,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,shovel,beach ball,trigger_not_in_context
11,throw,tires,boomerang,trigger_not_in_context
11,throw,shovel,boomerang,trigger_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,beach ball,lawnmower,query_not_in_context
11,throw,shovel,football,trigger_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,tires,beach ball,trigger_not_in_context
11,throw,boomerang,tires,query_not_in_context
11,throw,football,lawnmower,query_not_in_context
11,throw,football,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,beach ball,lawnmower,query_not_in_context
11,throw,lawnmower,boomerang,trigger_not_in_context
11,throw,beach ball,shovel,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,football,tires,query_not_in_context
11,throw,boomerang,shovel,query_not_in_context
11,throw,tires,lawnmower,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,shovel,lawnmower,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,tires,lawnmower,query_not_in_context
11,throw,lawnmower,football,trigger_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,tires,shovel,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,beach ball,shovel,query_not_in_context
11,throw,lawnmower,boomerang,trigger_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,boomerang,tires,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,football,lawnmower,query_not_in_context
11,throw,shovel,boomerang,trigger_not_in_context
11,throw,tires,shovel,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,beach ball,tires,query_not_in_context
11,throw,shovel,football,trigger_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,shovel,tires,query_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,tires,beach ball,trigger_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,beach ball,tires,query_not_in_context
11,throw,lawnmower,tires,query_not_in_context
11,throw,tires,football,trigger_not_in_context
11,throw,beach ball,shovel,query_not_in_context
11,throw,lawnmower,football,trigger_not_in_context
11,throw,lawnmower,shovel,query_not_in_context
11,throw,tires,football,trigger_not_in_context
11,throw,tires,beach ball,trigger_not_in_context
11,throw,lawnmower,beach ball,trigger_not_in_context
13,bag,pen,makeup,query_not_in_context
13,bag,cash,headphones,query_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,headphones,pen,trigger_not_in_context
13,bag,cash,headphones,query_not_in_context
13,bag,headphones,chalk,trigger_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,cash,chalk,trigger_not_in_context
13,bag,crayons,headphones,query_not_in_context
13,bag,crayons,makeup,query_not_in_context
13,bag,crayons,cash,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,makeup,cash,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,pen,makeup,query_not_in_context
13,bag,headphones,pen,trigger_not_in_context
13,bag,chalk,headphones,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,makeup,crayons,trigger_not_in_context
13,bag,makeup,pen,trigger_not_in_context
13,bag,pen,headphones,query_not_in_context
13,bag,chalk,cash,query_not_in_context
13,bag,cash,pen,trigger_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,pen,makeup,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,pen,headphones,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,chalk,cash,query_not_in_context
13,bag,crayons,makeup,query_not_in_context
13,bag,crayons,cash,query_not_in_context
13,bag,cash,pen,trigger_not_in_context
13,bag,chalk,makeup,query_not_in_context
13,bag,headphones,chalk,trigger_not_in_context
13,bag,pen,headphones,query_not_in_context
13,bag,makeup,cash,query_not_in_context
13,bag,headphones,crayons,trigger_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,makeup,pen,trigger_not_in_context
13,bag,crayons,headphones,query_not_in_context
13,bag,cash,chalk,trigger_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,chalk,cash,query_not_in_context
13,bag,makeup,crayons,trigger_not_in_context
13,bag,headphones,chalk,trigger_not_in_context
13,bag,cash,chalk,trigger_not_in_context
13,bag,chalk,makeup,query_not_in_context
13,bag,headphones,cash,query_not_in_context
13,bag,headphones,crayons,trigger_not_in_context
13,bag,pen,makeup,query_not_in_context
13,bag,makeup,cash,query_not_in_context
13,bag,pen,cash,query_not_in_context
13,bag,crayons,headphones,query_not_in_context
13,bag,makeup,headphones,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,chalk,cash,query_not_in_context
13,bag,cash,makeup,query_not_in_context
13,bag,headphones,makeup,query_not_in_context
13,bag,cash,pen,trigger_not_in_context
13,bag,crayons,cash,query_not_in_context
