manifest_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,analysis_inclusion_status,has_hu_test_suite,source_prompt_file,source_row_id,prompt_provenance
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_021,pvt21::fat/obese,pvt21_021,no_frame,The man was ,fat,obese,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_021,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_022,pvt21::funny/hilarious,pvt21_022,no_frame,His response was ,funny,hilarious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_022,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_023,pvt21::grey/black,pvt21_023,no_frame,The fabric was ,grey,black,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_023,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_024,pvt21::happy/ecstatic,pvt21_024,no_frame,The crowd was ,happy,ecstatic,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_024,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_025,pvt21::honest/blunt,pvt21_025,no_frame,The woman was ,honest,blunt,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_025,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_026,pvt21::hot/boiling,pvt21_026,no_frame,The water was ,hot,boiling,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_026,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_027,pvt21::mysterious/magical,pvt21_027,no_frame,The results were ,mysterious,magical,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_027,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_028,pvt21::nice/great,pvt21_028,no_frame,The graphics were ,nice,great,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_028,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_029,pvt21::odd/bizarre,pvt21_029,no_frame,His idea was ,odd,bizarre,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_029,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_030,pvt21::okay/great,pvt21_030,no_frame,The melody was ,okay,great,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_030,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_031,pvt21::painful/deadly,pvt21_031,no_frame,The sting was ,painful,deadly,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_031,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_032,pvt21::pale/white,pvt21_032,no_frame,The paint was ,pale,white,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_032,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_033,pvt21::polite/friendly,pvt21_033,no_frame,The staff were ,polite,friendly,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_033,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_034,pvt21::pretty/beautiful,pvt21_034,no_frame,The village was ,pretty,beautiful,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_034,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_035,pvt21::quiet/silent,pvt21_035,no_frame,The boy was ,quiet,silent,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_035,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_036,pvt21::red/scarlet,pvt21_036,no_frame,His coat was ,red,scarlet,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_036,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_037,pvt21::rough/unfriendly,pvt21_037,no_frame,The service was ,rough,unfriendly,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_037,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_038,pvt21::sad/tragic,pvt21_038,no_frame,His story was ,sad,tragic,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_038,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_039,pvt21::smart/brilliant,pvt21_039,no_frame,The writer was ,smart,brilliant,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_039,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_040,pvt21::soft/mushy,pvt21_040,no_frame,The banana was ,soft,mushy,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_040,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_041,pvt21::thick/impenetrable,pvt21_041,no_frame,The wall was ,thick,impenetrable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_041,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_042,pvt21::thin/invisible,pvt21_042,no_frame,The line was ,thin,invisible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_042,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_043,pvt21::tiny/imperceptible,pvt21_043,no_frame,The movement was ,tiny,imperceptible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_043,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_044,pvt21::tough/impossible,pvt21_044,no_frame,The test was ,tough,impossible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_044,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_045,pvt21::uncomfortable/painful,pvt21_045,no_frame,The conversation was ,uncomfortable,painful,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_045,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_046,pvt21::warm/hot,pvt21_046,no_frame,The engine was ,warm,hot,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_046,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_047,pvt21::weird/alien,pvt21_047,no_frame,The idea was ,weird,alien,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_047,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_048,pvt21::wet/sopping,pvt21_048,no_frame,His clothing was ,wet,sopping,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_048,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_049,pvt21::wonderful/perfect,pvt21_049,no_frame,His performance was ,wonderful,perfect,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_049,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,pvt21,scalar_inference,pvt21_050,pvt21::wrong/evil,pvt21_050,no_frame,His choices were ,wrong,evil,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,pvt21_050,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_001,rx22::allowed/obligatory,rx22_001,no_frame,Drinking is ,allowed,obligatory,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_001,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_002,rx22::attractive/stunning,rx22_002,no_frame,This model is ,attractive,stunning,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_002,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_003,rx22::begin/complete,rx22_003,no_frame,John ,began,completed,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_003,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_004,rx22::believe/know,rx22_004,no_frame,The teacher ,believes,knows,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_004,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_005,rx22::big/enormous,rx22_005,no_frame,The elephant is ,big,enormous,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_005,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_006,rx22::cool/cold,rx22_006,no_frame,The weather is ,cool,cold,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_006,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_007,rx22::damage/destroy,rx22_007,no_frame,The machine might ,damage,destroy,pending_hu_exact_filter_no_suite,0.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_007,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_008,rx22::dark/black,rx22_008,no_frame,The sky is ,dark,black,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_008,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_009,rx22::difficult/impossible,rx22_009,no_frame,The task is ,difficult,impossible,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_009,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_010,rx22::dirty/filthy,rx22_010,no_frame,Zack's carpet was ,dirty,filthy,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_010,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_011,rx22::dislike/loathe,rx22_011,no_frame,The doctor ,dislikes,loathes,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_011,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_012,rx22::double/triple,rx22_012,no_frame,The sales will ,double,triple,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_012,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_013,rx22::equally/more,rx22_013,no_frame,That candidate is ,equally,more,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_013,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_014,rx22::funny/hilarious,rx22_014,no_frame,The movie is ,funny,hilarious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_014,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_015,rx22::good/excellent,rx22_015,no_frame,The movie is ,good,excellent,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_015,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_016,rx22::happy/ecstatic,rx22_016,no_frame,The winner was ,happy,ecstatic,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_016,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_017,rx22::hard/unsolvable,rx22_017,no_frame,The problem is ,hard,unsolvable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_017,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_018,rx22::harmful/deadly,rx22_018,no_frame,The toxin is ,harmful,deadly,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_018,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_019,rx22::here/everywhere,rx22_019,no_frame,There is water ,here,everywhere,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_019,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_020,rx22::hungry/starving,rx22_020,no_frame,The boy is ,hungry,starving,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_020,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_021,rx22::intelligent/brilliant,rx22_021,no_frame,The student is ,intelligent,brilliant,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_021,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_022,rx22::intimidating/terrifying,rx22_022,no_frame,Chris's opponent was ,intimidating,terrifying,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_022,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_023,rx22::largely/totally,rx22_023,no_frame,The coast was ,largely,totally,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_023,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_024,rx22::like/love,rx22_024,no_frame,The princess ,likes,loves,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_024,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_025,rx22::match/exceed,rx22_025,no_frame,Bill's score ,matches,exceeds,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_025,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_026,rx22::mostly/entirely,rx22_026,no_frame,Peter's answers were ,mostly,entirely,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_026,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_027,rx22::old/ancient,rx22_027,no_frame,The house is ,old,ancient,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_027,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_028,rx22::once/twice,rx22_028,no_frame,Mistakes happened ,once,twice,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_028,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_029,rx22::or/and,rx22_029,no_frame,Everyone saw Wonder Woman ,or,and,pending_hu_exact_filter_no_suite,0.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_029,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_030,rx22::overweight/obese,rx22_030,no_frame,The teenager is ,overweight,obese,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_030,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_031,rx22::overwhelmingly/unanimously,rx22_031,no_frame,The measure was supported ,overwhelmingly,unanimously,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_031,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_032,rx22::palatable/delicious,rx22_032,no_frame,The wine is ,palatable,delicious,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_032,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_033,rx22::partially/completely,rx22_033,no_frame,The tank is ,partially,completely,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_033,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_034,rx22::permit/require,rx22_034,no_frame,The club ,permits,requires,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_034,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_035,rx22::polished/impeccable,rx22_035,no_frame,Ann's speech was ,polished,impeccable,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_035,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_036,rx22::possible/certain,rx22_036,no_frame,Success is ,possible,certain,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_036,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_037,rx22::pretty/beautiful,rx22_037,no_frame,The girl is ,pretty,beautiful,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_037,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_038,rx22::primarily/exclusively,rx22_038,no_frame,The residents are ,primarily,exclusively,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_038,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_039,rx22::probably/necessarily,rx22_039,no_frame,A delay will ,probably,necessarily,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_039,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_040,rx22::reduce/eliminate,rx22_040,no_frame,The city ,reduced,eliminated,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_040,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_041,rx22::scared/petrified,rx22_041,no_frame,Stu's daughter was ,scared,petrified,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_041,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_042,rx22::serious/life-threatening,rx22_042,no_frame,Kaye's illness was ,serious,life-threatening,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_042,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_043,rx22::similar/identical,rx22_043,no_frame,The two paintings are ,similar,identical,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_043,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_044,rx22::slow/stop,rx22_044,no_frame,The train ,slowed,stopped,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_044,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_045,rx22::small/tiny,rx22_045,no_frame,The fish is ,small,tiny,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_045,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_046,rx22::snug/tight,rx22_046,no_frame,The shirt is ,snug,tight,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_046,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_047,rx22::some/all,rx22_047,no_frame,Cecilia trusts ,some,all,pending_hu_exact_filter_no_suite,0.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_047,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_048,rx22::start/finish,rx22_048,no_frame,The runner ,started,finished,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_048,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_049,rx22::survive/thrive,rx22_049,no_frame,The plant ,survived,thrived,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_049,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_050,rx22::tired/exhausted,rx22_050,no_frame,The worker is ,tired,exhausted,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_050,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_051,rx22::tolerate/encourage,rx22_051,no_frame,Joey's parents ,tolerate,encourage,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_051,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_052,rx22::try/succeed,rx22_052,no_frame,The candidate ,tried,succeeded,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_052,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_053,rx22::ugly/hideous,rx22_053,no_frame,The wallpaper is ,ugly,hideous,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_053,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_054,rx22::understandable/articulate,rx22_054,no_frame,Tom's interview was ,understandable,articulate,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_054,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_055,rx22::unpleasant/disgusting,rx22_055,no_frame,Tim's bathroom was ,unpleasant,disgusting,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_055,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_056,rx22::usually/always,rx22_056,no_frame,The lawyer is ,usually,always,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_056,weak_sentence_slot_from_first_clause
1.0,hu_2023_benchmark,rx22,scalar_inference,rx22_057,rx22::want/need,rx22_057,no_frame,Phoebe ,wants,needs,pending_hu_exact_filter_suite_available,1.0,experiment_ronai&xiang/jen_hu_modeling/stimuli/qwen_no_frame_strong_prompts.csv,rx22_057,weak_sentence_slot_from_first_clause
