story,trigger,query,base_prefix,trigger_prefix,base_logprob_sum,base_logprob_mean,base_query_token_count,base_tokenization_mode,but_not_logprob_sum,but_not_logprob_mean,but_not_query_token_count,but_not_tokenization_mode,delta_logprob_sum,delta_logprob_mean
cold,heater,sink,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a heater but not",-9.284492492675781,-9.284492492675781,1,exact_concat,-14.154568672180176,-14.154568672180176,1,exact_concat,-4.8700761795043945,-4.8700761795043945
cold,heater,tea,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a heater but not",-12.253242492675781,-12.253242492675781,1,exact_concat,-14.092068672180176,-14.092068672180176,1,exact_concat,-1.8388261795043945,-1.8388261795043945
cold,microwave,blankets,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a microwave but not",-11.878242492675781,-11.878242492675781,1,exact_concat,-7.344870090484619,-7.344870090484619,1,exact_concat,4.533372402191162,4.533372402191162
cold,microwave,fridge,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a microwave but not",-7.096992492675781,-7.096992492675781,1,exact_concat,-8.282369613647461,-8.282369613647461,1,exact_concat,-1.1853771209716797,-1.1853771209716797
cold,microwave,heater,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a microwave but not",-1.7219927310943604,-1.7219927310943604,1,exact_concat,-7.969870090484619,-7.969870090484619,1,exact_concat,-6.247877359390259,-6.247877359390259
cold,microwave,sink,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a microwave but not",-9.284492492675781,-9.284492492675781,1,exact_concat,-11.938619613647461,-11.938619613647461,1,exact_concat,-2.6541271209716797,-2.6541271209716797
cold,microwave,tea,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a microwave but not",-12.253242492675781,-12.253242492675781,1,exact_concat,-10.782369613647461,-10.782369613647461,1,exact_concat,1.4708728790283203,1.4708728790283203
cold,sink,blankets,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not",-11.878242492675781,-11.878242492675781,1,exact_concat,-12.175400733947754,-12.175400733947754,1,exact_concat,-0.29715824127197266,-0.29715824127197266
cold,sink,fridge,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not",-7.096992492675781,-7.096992492675781,1,exact_concat,-9.550400733947754,-9.550400733947754,1,exact_concat,-2.4534082412719727,-2.4534082412719727
cold,sink,heater,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not",-1.7219927310943604,-1.7219927310943604,1,exact_concat,-7.362900257110596,-7.362900257110596,1,exact_concat,-5.640907526016235,-5.640907526016235
cold,sink,microwave,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not",-7.909492492675781,-7.909492492675781,1,exact_concat,-10.175400733947754,-10.175400733947754,1,exact_concat,-2.2659082412719727,-2.2659082412719727
cold,sink,tea,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not",-12.253242492675781,-12.253242492675781,1,exact_concat,-13.456650733947754,-13.456650733947754,1,exact_concat,-1.2034082412719727,-1.2034082412719727
cold,tea,blankets,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not",-11.878242492675781,-11.878242492675781,1,exact_concat,-7.898134231567383,-7.898134231567383,1,exact_concat,3.9801082611083984,3.9801082611083984
cold,tea,fridge,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not",-7.096992492675781,-7.096992492675781,1,exact_concat,-12.195009231567383,-12.195009231567383,1,exact_concat,-5.098016738891602,-5.098016738891602
cold,tea,heater,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not",-1.7219927310943604,-1.7219927310943604,1,exact_concat,-9.273134231567383,-9.273134231567383,1,exact_concat,-7.5511415004730225,-7.5511415004730225
cold,tea,microwave,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not",-7.909492492675781,-7.909492492675781,1,exact_concat,-8.929384231567383,-8.929384231567383,1,exact_concat,-1.0198917388916016,-1.0198917388916016
cold,tea,sink,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ","You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not",-9.284492492675781,-9.284492492675781,1,exact_concat,-14.468446731567383,-14.468446731567383,1,exact_concat,-5.183954238891602,-5.183954238891602
cut,batteries,keys,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not",-7.639825820922852,-7.639825820922852,1,exact_concat,-8.8677978515625,-8.8677978515625,1,exact_concat,-1.2279720306396484,-1.2279720306396484
cut,batteries,nail clippers,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not",-5.51223501531058,-1.8374116717701934,3,exact_concat,-9.300196626980323,-3.1000655423267744,3,exact_concat,-3.7879616116697434,-1.262653870556581
cut,batteries,scissors,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not",-1.2648259401321411,-1.2648259401321411,1,exact_concat,-4.4927978515625,-4.4927978515625,1,exact_concat,-3.227971911430359,-3.227971911430359
cut,batteries,stapler,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not",-6.21561667881906,-3.10780833940953,2,exact_concat,-9.223816856741905,-4.611908428370953,2,exact_concat,-3.008200177922845,-1.5041000889614224
cut,batteries,thumb tacks,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not",-13.42136477259919,-4.473788257533063,3,exact_concat,-13.383873626531567,-4.461291208843856,3,exact_concat,0.03749114606762305,0.012497048689207091
cut,keys,batteries,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not",-10.296075820922852,-10.296075820922852,1,exact_concat,-9.31452751159668,-9.31452751159668,1,exact_concat,0.9815483093261719,0.9815483093261719
cut,keys,nail clippers,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not",-5.51223501531058,-1.8374116717701934,3,exact_concat,-8.26053485518787,-2.7535116183959567,3,exact_concat,-2.7482998398772907,-0.9160999466257633
cut,keys,scissors,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not",-1.2648259401321411,-1.2648259401321411,1,exact_concat,-2.7207770347595215,-2.7207770347595215,1,exact_concat,-1.4559510946273804,-1.4559510946273804
cut,keys,stapler,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not",-6.21561667881906,-3.10780833940953,2,exact_concat,-8.496003210544586,-4.248001605272293,2,exact_concat,-2.280386531725526,-1.140193265862763
cut,keys,thumb tacks,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not",-13.42136477259919,-4.473788257533063,3,exact_concat,-14.111369632475544,-4.703789877491848,3,exact_concat,-0.6900048598763533,-0.23000161995878443
cut,nail clippers,batteries,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not",-10.296075820922852,-10.296075820922852,1,exact_concat,-11.197894096374512,-11.197894096374512,1,exact_concat,-0.9018182754516602,-0.9018182754516602
cut,nail clippers,keys,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not",-7.639825820922852,-7.639825820922852,1,exact_concat,-13.057269096374512,-13.057269096374512,1,exact_concat,-5.41744327545166,-5.41744327545166
cut,nail clippers,scissors,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not",-1.2648259401321411,-1.2648259401321411,1,exact_concat,-2.0103940963745117,-2.0103940963745117,1,exact_concat,-0.7455681562423706,-0.7455681562423706
cut,nail clippers,stapler,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not",-6.21561667881906,-3.10780833940953,2,exact_concat,-10.157602667808533,-5.078801333904266,2,exact_concat,-3.9419859889894724,-1.9709929944947362
cut,nail clippers,thumb tacks,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not",-13.42136477259919,-4.473788257533063,3,exact_concat,-11.29908790445188,-3.7663626348172934,3,exact_concat,2.12227686814731,0.7074256227157698
cut,scissors,batteries,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not",-10.296075820922852,-10.296075820922852,1,exact_concat,-12.776684761047363,-12.776684761047363,1,exact_concat,-2.4806089401245117,-2.4806089401245117
cut,scissors,keys,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not",-7.639825820922852,-7.639825820922852,1,exact_concat,-11.261059761047363,-11.261059761047363,1,exact_concat,-3.6212339401245117,-3.6212339401245117
cut,scissors,nail clippers,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not",-5.51223501531058,-1.8374116717701934,3,exact_concat,-8.235495866159908,-2.7451652887199693,3,exact_concat,-2.7232608508493286,-0.907753616949776
cut,scissors,stapler,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not",-6.21561667881906,-3.10780833940953,2,exact_concat,-7.959771573543549,-3.9798857867717743,2,exact_concat,-1.7441548947244883,-0.8720774473622441
cut,scissors,thumb tacks,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not",-13.42136477259919,-4.473788257533063,3,exact_concat,-14.12297026970191,-4.707656756567303,3,exact_concat,-0.7016054971027188,-0.2338684990342399
cut,stapler,batteries,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my stapler but not",-10.296075820922852,-10.296075820922852,1,exact_concat,-11.60753345489502,-11.60753345489502,1,exact_concat,-1.311457633972168,-1.311457633972168
cut,stapler,keys,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my stapler but not",-7.639825820922852,-7.639825820922852,1,exact_concat,-11.73253345489502,-11.73253345489502,1,exact_concat,-4.092707633972168,-4.092707633972168
cut,stapler,nail clippers,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my stapler but not",-5.51223501531058,-1.8374116717701934,3,exact_concat,-8.065924408467254,-2.6886414694890846,3,exact_concat,-2.5536893931566738,-0.8512297977188912
cut,stapler,scissors,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my stapler but not",-1.2648259401321411,-1.2648259401321411,1,exact_concat,-3.0450334548950195,-3.0450334548950195,1,exact_concat,-1.7802075147628784,-1.7802075147628784
cut,stapler,thumb tacks,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my stapler but not",-13.42136477259919,-4.473788257533063,3,exact_concat,-11.976589467958547,-3.992196489319516,3,exact_concat,1.4447753046406433,0.4815917682135473
cut,thumb tacks,batteries,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my thumb tacks but not",-10.296075820922852,-10.296075820922852,1,exact_concat,-11.720909118652344,-11.720909118652344,1,exact_concat,-1.4248332977294922,-1.4248332977294922
cut,thumb tacks,keys,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my thumb tacks but not",-7.639825820922852,-7.639825820922852,1,exact_concat,-10.595909118652344,-10.595909118652344,1,exact_concat,-2.956083297729492,-2.956083297729492
cut,thumb tacks,nail clippers,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my thumb tacks but not",-5.51223501531058,-1.8374116717701934,3,exact_concat,-6.305275219085161,-2.10175840636172,3,exact_concat,-0.7930402037745807,-0.2643467345915267
cut,thumb tacks,scissors,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my thumb tacks but not",-1.2648259401321411,-1.2648259401321411,1,exact_concat,-2.6896588802337646,-2.6896588802337646,1,exact_concat,-1.4248329401016235,-1.4248329401016235
cut,thumb tacks,stapler,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ","You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my thumb tacks but not",-6.21561667881906,-3.10780833940953,2,exact_concat,-7.635669767856598,-3.817834883928299,2,exact_concat,-1.4200530890375376,-0.7100265445187688
fridge,juice,ketchup,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have juice but not",-12.411393404006958,-6.205696702003479,2,exact_concat,-10.408789455890656,-5.204394727945328,2,exact_concat,2.0026039481163025,1.0013019740581512
fridge,juice,meat,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have juice but not",-13.66833209991455,-13.66833209991455,1,exact_concat,-11.757568359375,-11.757568359375,1,exact_concat,1.9107637405395508,1.9107637405395508
fridge,juice,milk,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have juice but not",-6.137081623077393,-6.137081623077393,1,exact_concat,-3.007568836212158,-3.007568836212158,1,exact_concat,3.1295127868652344,3.1295127868652344
fridge,juice,water,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have juice but not",-2.8870816230773926,-2.8870816230773926,1,exact_concat,-0.8200687170028687,-0.8200687170028687,1,exact_concat,2.067012906074524,2.067012906074524
fridge,juice,yogurt,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have juice but not",-10.91833209991455,-10.91833209991455,1,exact_concat,-9.476318359375,-9.476318359375,1,exact_concat,1.4420137405395508,1.4420137405395508
fridge,ketchup,juice,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ketchup but not",-4.574581623077393,-4.574581623077393,1,exact_concat,-2.9585952758789062,-2.9585952758789062,1,exact_concat,1.6159863471984863,1.6159863471984863
fridge,ketchup,meat,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ketchup but not",-13.66833209991455,-13.66833209991455,1,exact_concat,-10.927345275878906,-10.927345275878906,1,exact_concat,2.7409868240356445,2.7409868240356445
fridge,ketchup,milk,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ketchup but not",-6.137081623077393,-6.137081623077393,1,exact_concat,-3.1460952758789062,-3.1460952758789062,1,exact_concat,2.9909863471984863,2.9909863471984863
fridge,ketchup,water,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ketchup but not",-2.8870816230773926,-2.8870816230773926,1,exact_concat,-0.9585952758789062,-0.9585952758789062,1,exact_concat,1.9284863471984863,1.9284863471984863
fridge,ketchup,yogurt,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ketchup but not",-10.91833209991455,-10.91833209991455,1,exact_concat,-8.614845275878906,-8.614845275878906,1,exact_concat,2.3034868240356445,2.3034868240356445
fridge,meat,juice,"You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have ","You and your friend Sam go for a long walk together. After the walk, you go back to Sam's house. You say to Sam, 'I'm thirsty.' Sam opens the fridge and responds, 'Sure, I have meat but not",-4.574581623077393,-4.574581623077393,1,exact_concat,-2.008981227874756,-2.008981227874756,1,exact_concat,2.5656003952026367,2.5656003952026367
