schema_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,human_outcome,human_yes,human_total,human_rate,human_count_status,trigger_logprob_sum,query_logprob_sum,trigger_logprob_mean,query_logprob_mean,trigger_token_count,query_token_count,trigger_tokenization_mode,query_tokenization_mode,x_but_not_y_applicable,x_but_not_y_prompt,x_but_not_y_logprob_sum,x_but_not_y_logprob_mean,x_but_not_y_token_count,x_but_not_y_tokenization_mode,model_name,model_revision,model_provenance_complete,source_human_file,source_score_file,experiment
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::52,item::52,ESI::52,no_frame,The candidate ,tried,succeeded,query_excluded,31,40,0.775,exact,-10.66671657562256,-11.14718532562256,-10.66671657562256,-11.14718532562256,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::53,item::53,ESI::53,no_frame,The wallpaper is ,ugly,hideous,query_excluded,2,40,0.05,exact,-9.661062240600586,-10.42114955931902,-9.661062240600586,-5.21057477965951,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::54,item::54,ESI::54,no_frame,Tom's interview was ,understandable,articulate,query_excluded,4,40,0.1,exact,-10.801433563232422,-14.711589813232422,-10.801433563232422,-14.711589813232422,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::55,item::55,ESI::55,no_frame,Tim's bathroom was ,unpleasant,disgusting,query_excluded,2,40,0.05,exact,-11.595155715942385,-7.595155715942383,-11.595155715942385,-7.595155715942383,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::56,item::56,ESI::56,no_frame,The lawyer is ,usually,always,query_excluded,26,40,0.65,exact,-6.568758964538574,-5.162508964538574,-6.568758964538574,-5.162508964538574,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::57,item::57,ESI::57,no_frame,Phoebe ,wants,needs,query_excluded,6,40,0.15,exact,-6.478848457336426,-7.103848457336426,-6.478848457336426,-7.103848457336426,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::58,item::58,ESI::58,no_frame,The wather is ,warm,hot,query_excluded,16,40,0.4,exact,-3.376704692840576,-2.939204692840576,-3.376704692840576,-2.939204692840576,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::59,item::59,ESI::59,no_frame,The rehearsal went ,well,superbly,query_excluded,5,40,0.125,exact,-1.4732615947723389,-7.891865752637386,-1.4732615947723389,-3.945932876318693,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,ESI,ESI::60,item::60,ESI::60,no_frame,The waiter is ,willing,eager,query_excluded,3,40,0.075,exact,-7.005212783813477,-7.223962783813477,-7.005212783813477,-7.223962783813477,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_1
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::01,item::01,Eonly::01,no_frame,Drinking is ,allowed,obligatory,query_excluded,25,40,0.625,exact,-5.536286354064941,-10.23941135406494,-5.536286354064941,-10.23941135406494,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::02,item::02,Eonly::02,no_frame,This model is ,attractive,stunning,query_excluded,20,40,0.5,exact,-9.646361351013184,-7.896361351013184,-9.646361351013184,-7.896361351013184,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::03,item::03,Eonly::03,no_frame,John ,began,completed,query_excluded,25,40,0.625,exact,-7.773036956787109,-8.17928695678711,-7.773036956787109,-8.17928695678711,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::04,item::04,Eonly::04,no_frame,The teacher ,believes,knows,query_excluded,29,40,0.725,exact,-8.587377548217773,-6.837377548217773,-8.587377548217773,-6.837377548217773,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::05,item::05,Eonly::05,no_frame,The elephant is ,big,enormous,query_excluded,23,40,0.575,exact,-4.639091491699219,-8.732841491699219,-4.639091491699219,-8.732841491699219,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::06,item::06,Eonly::06,no_frame,The weather is ,cool,cold,query_excluded,29,40,0.725,exact,-5.264472007751465,-4.014472007751465,-5.264472007751465,-4.014472007751465,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::07,item::07,Eonly::07,no_frame,The machine might ,damage,destroy,query_excluded,26,40,0.65,exact,-7.55837869644165,-7.83962869644165,-7.55837869644165,-7.83962869644165,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::08,item::08,Eonly::08,no_frame,The sky is ,dark,black,query_excluded,20,40,0.5,exact,-3.91940975189209,-5.10690975189209,-3.91940975189209,-5.10690975189209,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::09,item::09,Eonly::09,no_frame,The task is ,difficult,impossible,query_excluded,38,40,0.95,exact,-10.161803245544434,-11.849303245544434,-10.161803245544434,-11.849303245544434,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::10,item::10,Eonly::10,no_frame,Zack's carpet was ,dirty,filthy,query_excluded,17,40,0.425,exact,-5.175867080688477,-9.925867080688477,-5.175867080688477,-9.925867080688477,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::11,item::11,Eonly::11,no_frame,The doctor ,dislikes,loathes,query_excluded,22,40,0.55,exact,-12.733724594116213,-16.040752675384283,-12.733724594116213,-5.346917558461428,1,3,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::12,item::12,Eonly::12,no_frame,The sales will ,double,triple,query_excluded,34,40,0.85,exact,-8.274133682250977,-10.664758682250977,-8.274133682250977,-10.664758682250977,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::13,item::13,Eonly::13,no_frame,That candidate is ,equally,more,query_excluded,35,40,0.875,exact,-8.422391891479492,-5.578641891479492,-8.422391891479492,-5.578641891479492,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::14,item::14,Eonly::14,no_frame,The movie is ,funny,hilarious,query_excluded,19,40,0.475,exact,-5.427008628845215,-6.583258628845215,-5.427008628845215,-6.583258628845215,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::15,item::15,Eonly::15,no_frame,The movie is ,good,excellent,query_excluded,34,40,0.85,exact,-5.552008628845215,-6.427008628845215,-5.552008628845215,-6.427008628845215,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::16,item::16,Eonly::16,no_frame,The winner was ,happy,ecstatic,query_excluded,25,40,0.625,exact,-9.236766815185549,-11.396923065185549,-9.236766815185549,-11.396923065185549,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::17,item::17,Eonly::17,no_frame,The problem is ,hard,unsolvable,query_excluded,32,40,0.8,exact,-7.556648254394531,-10.230670034885406,-7.556648254394531,-5.115335017442703,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::18,item::18,Eonly::18,no_frame,The toxin is ,harmful,deadly,query_excluded,30,40,0.75,exact,-7.066303730010986,-6.816303730010986,-7.066303730010986,-6.816303730010986,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::19,item::19,Eonly::19,no_frame,There is water ,here,everywhere,query_excluded,35,40,0.875,exact,-4.524805068969727,-2.5248050689697266,-4.524805068969727,-2.5248050689697266,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::20,item::20,Eonly::20,no_frame,The boy is ,hungry,starving,query_excluded,20,40,0.5,exact,-6.48909854888916,-11.11409854888916,-6.48909854888916,-11.11409854888916,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::21,item::21,Eonly::21,no_frame,The student is ,intelligent,brilliant,query_excluded,17,40,0.425,exact,-8.386919021606445,-9.043169021606444,-8.386919021606445,-9.043169021606444,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::22,item::22,Eonly::22,no_frame,Chris's opponent was ,intimidating,terrifying,query_excluded,24,40,0.6,exact,-11.491597175598145,-11.890034675598145,-11.491597175598145,-11.890034675598145,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::23,item::23,Eonly::23,no_frame,The coast was ,largely,totally,query_excluded,32,40,0.8,exact,-6.757298469543457,-7.757298469543457,-6.757298469543457,-7.757298469543457,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::24,item::24,Eonly::24,no_frame,The princess ,likes,loves,query_excluded,13,40,0.325,exact,-7.078839302062988,-6.016339302062988,-7.078839302062988,-6.016339302062988,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::25,item::25,Eonly::25,no_frame,Bill's score ,matches,exceeds,query_excluded,34,40,0.85,exact,-11.801799774169922,-11.801799774169922,-11.801799774169922,-11.801799774169922,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::26,item::26,Eonly::26,no_frame,Peter's answers were ,mostly,entirely,query_excluded,38,40,0.95,exact,-5.582132339477539,-7.019632339477539,-5.582132339477539,-7.019632339477539,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::27,item::27,Eonly::27,no_frame,The house is ,old,ancient,query_excluded,19,40,0.475,exact,-6.236196517944336,-9.829946517944336,-6.236196517944336,-9.829946517944336,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::28,item::28,Eonly::28,no_frame,Mistakes happened ,once,twice,query_excluded,35,40,0.875,exact,-6.100472927093506,-8.069223403930664,-6.100472927093506,-8.069223403930664,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::29,item::29,Eonly::29,no_frame,Jimmy writes books ,or,and,query_excluded,19,40,0.475,exact,-8.499832153320312,-2.4998319149017334,-8.499832153320312,-2.4998319149017334,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::30,item::30,Eonly::30,no_frame,The teenager is ,overweight,obese,query_excluded,24,40,0.6,exact,-9.118474006652832,-10.962224006652832,-9.118474006652832,-10.962224006652832,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::31,item::31,Eonly::31,no_frame,The measure was supported ,overwhelmingly,unanimously,query_excluded,29,40,0.725,exact,-5.936697483062744,-5.561697483062744,-5.936697483062744,-5.561697483062744,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::32,item::32,Eonly::32,no_frame,The wine is ,palatable,delicious,query_excluded,37,40,0.925,exact,-12.664220809936523,-6.555606842041016,-6.332110404968262,-6.555606842041016,2,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::33,item::33,Eonly::33,no_frame,The tank is ,partially,completely,query_excluded,40,40,1.0,exact,-6.54369068145752,-6.04369068145752,-6.54369068145752,-6.04369068145752,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::34,item::34,Eonly::34,no_frame,The club ,permits,requires,query_excluded,23,40,0.575,exact,-11.093679428100586,-7.018483638763428,-11.093679428100586,-7.018483638763428,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::35,item::35,Eonly::35,no_frame,Ann's speech was ,polished,impeccable,query_excluded,24,40,0.6,exact,-8.186553955078125,-9.967803955078123,-8.186553955078125,-9.967803955078123,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::36,item::36,Eonly::36,no_frame,Success is ,possible,certain,query_excluded,29,40,0.725,exact,-4.63045597076416,-8.06795597076416,-4.63045597076416,-8.06795597076416,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::37,item::37,Eonly::37,no_frame,The girl is ,pretty,beautiful,query_excluded,25,40,0.625,exact,-5.935591697692871,-5.748091697692871,-5.935591697692871,-5.748091697692871,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::38,item::38,Eonly::38,no_frame,The residents are ,primarily,exclusively,query_excluded,33,40,0.825,exact,-6.7557549476623535,-9.349504470825195,-6.7557549476623535,-9.349504470825195,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::39,item::39,Eonly::39,no_frame,A delay will ,probably,necessarily,query_excluded,31,40,0.775,exact,-5.099481582641602,-9.036981582641602,-5.099481582641602,-9.036981582641602,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::40,item::40,Eonly::40,no_frame,The city ,reduced,eliminated,query_excluded,36,40,0.9,exact,-11.502735137939451,-11.686328887939451,-11.502735137939451,-11.686328887939451,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::41,item::41,Eonly::41,no_frame,Stu's daughter was ,scared,petrified,query_excluded,27,40,0.675,exact,-8.888201713562012,-11.639711056370288,-8.888201713562012,-3.8799036854567626,1,3,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::42,item::42,Eonly::42,no_frame,Kaye's illness was ,serious,life-threatening,query_excluded,15,40,0.375,exact,-5.447173118591309,-6.530290246009827,-5.447173118591309,-3.2651451230049133,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
