schema_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,human_outcome,human_yes,human_total,human_rate,human_count_status,trigger_logprob_sum,query_logprob_sum,trigger_logprob_mean,query_logprob_mean,trigger_token_count,query_token_count,trigger_tokenization_mode,query_tokenization_mode,x_but_not_y_applicable,x_but_not_y_prompt,x_but_not_y_logprob_sum,x_but_not_y_logprob_mean,x_but_not_y_token_count,x_but_not_y_tokenization_mode,model_name,model_revision,model_provenance_complete,source_human_file,source_score_file,analysis_inclusion_status,hu_original_analysis_included,has_hu_test_suite,human_rate_source_column,scale_id,template_id,human_trigger_lemma,human_query_lemma,x_but_not_y_trigger,x_but_not_y_query,experiment
1.1,novel_focus,focus_alternative_study,focus_only,cold::sink::fridge,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",sink,fridge,query_excluded,1.0,4.0,0.25,exact,-9.229268074035645,-7.0730180740356445,-9.229268074035645,-7.0730180740356445,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not ",-9.425660133361816,-9.425660133361816,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::sink::heater,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",sink,heater,query_excluded,4.0,4.0,1.0,exact,-9.229268074035645,-1.6980178356170654,-9.229268074035645,-1.6980178356170654,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not ",-7.363160133361816,-7.363160133361816,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::sink::microwave,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",sink,microwave,query_excluded,9.0,17.0,0.5294117647058824,exact,-9.229268074035645,-7.8855180740356445,-9.229268074035645,-7.8855180740356445,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not ",-10.050660133361816,-10.050660133361816,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::sink::tea,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",sink,tea,query_excluded,0.0,5.0,0.0,exact,-9.229268074035645,-12.151143074035645,-9.229268074035645,-12.151143074035645,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a sink but not ",-13.456910133361816,-13.456910133361816,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::tea::blankets,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",tea,blankets,query_excluded,3.0,5.0,0.6,exact,-12.151143074035645,-11.791768074035645,-12.151143074035645,-11.791768074035645,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not ",-7.90116024017334,-7.90116024017334,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::tea::fridge,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",tea,fridge,query_excluded,0.0,6.0,0.0,exact,-12.151143074035645,-7.0730180740356445,-12.151143074035645,-7.0730180740356445,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not ",-12.26053524017334,-12.26053524017334,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::tea::heater,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",tea,heater,query_excluded,3.0,6.0,0.5,exact,-12.151143074035645,-1.6980178356170654,-12.151143074035645,-1.6980178356170654,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not ",-9.30741024017334,-9.30741024017334,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::tea::microwave,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",tea,microwave,query_excluded,0.0,5.0,0.0,exact,-12.151143074035645,-7.8855180740356445,-12.151143074035645,-7.8855180740356445,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not ",-8.99491024017334,-8.99491024017334,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cold::tea::sink,cold,cold,no_frame,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a ",tea,sink,query_excluded,0.0,4.0,0.0,exact,-12.151143074035645,-9.229268074035645,-12.151143074035645,-9.229268074035645,1,1,exact_concat,exact_concat,True,"You and your friend Kennedy rent a small cabin in the mountains for a weekend. When you arrive, you shiver and say 'I'm freezing!' Kennedy looks around the cabin and responds, 'Sure, they have a tea but not ",-14.53397274017334,-14.53397274017334,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::batteries::keys,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",batteries,keys,query_excluded,1.0,6.0,0.16666666666666666,exact,-10.274754524230955,-7.649754524230957,-10.274754524230955,-7.649754524230957,1,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not ",-8.898889541625977,-8.898889541625977,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::batteries::nail clippers,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",batteries,nail clippers,query_excluded,4.0,5.0,0.8,exact,-10.274754524230955,-5.54164442961337,-10.274754524230955,-1.8472148098711236,1,3,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not ",-9.32434723188635,-3.1081157439621165,3.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::batteries::scissors,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",batteries,scissors,query_excluded,4.0,5.0,0.8,exact,-10.274754524230955,-1.243504285812378,-10.274754524230955,-1.243504285812378,1,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not ",-4.430139541625977,-4.430139541625977,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::batteries::stapler,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",batteries,stapler,query_excluded,8.0,18.0,0.4444444444444444,exact,-10.274754524230955,-6.256981228478253,-10.274754524230955,-3.1284906142391264,1,2,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not ",-9.223698928952215,-4.6118494644761086,2.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::batteries::thumb tacks,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",batteries,thumb tacks,query_excluded,8.0,21.0,0.38095238095238093,exact,-10.274754524230955,-13.499249899759889,-10.274754524230955,-4.49974996658663,1,3,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my batteries but not ",-13.35244815016631,-4.450816050055437,3.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::keys::batteries,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",keys,batteries,query_excluded,1.0,4.0,0.25,exact,-7.649754524230957,-10.274754524230955,-7.649754524230957,-10.274754524230955,1,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not ",-9.187478065490724,-9.187478065490724,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::keys::nail clippers,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",keys,nail clippers,query_excluded,4.0,5.0,0.8,exact,-7.649754524230957,-5.54164442961337,-7.649754524230957,-1.8472148098711236,1,3,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not ",-8.212798776919954,-2.737599592306651,3.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::keys::scissors,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",keys,scissors,query_excluded,5.0,5.0,1.0,exact,-7.649754524230957,-1.243504285812378,-7.649754524230957,-1.243504285812378,1,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not ",-2.6562280654907227,-2.6562280654907227,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::keys::stapler,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",keys,stapler,query_excluded,1.0,5.0,0.2,exact,-7.649754524230957,-6.256981228478253,-7.649754524230957,-3.1284906142391264,1,2,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not ",-8.325616180896759,-4.16280809044838,2.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::keys::thumb tacks,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",keys,thumb tacks,query_excluded,1.0,5.0,0.2,exact,-7.649754524230957,-13.499249899759889,-7.649754524230957,-4.49974996658663,1,3,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my keys but not ",-13.968029168463543,-4.656009722821182,3.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::nail clippers::batteries,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",nail clippers,batteries,query_excluded,0.0,5.0,0.0,exact,-5.54164442961337,-10.274754524230955,-1.8472148098711236,-10.274754524230955,3,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not ",-11.22970962524414,-11.22970962524414,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::nail clippers::keys,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",nail clippers,keys,query_excluded,5.0,16.0,0.3125,exact,-5.54164442961337,-7.649754524230957,-1.8472148098711236,-7.649754524230957,3,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not ",-13.07345962524414,-13.07345962524414,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::nail clippers::scissors,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",nail clippers,scissors,query_excluded,4.0,4.0,1.0,exact,-5.54164442961337,-1.243504285812378,-1.8472148098711236,-1.243504285812378,3,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not ",-2.0109591484069824,-2.0109591484069824,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::nail clippers::stapler,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",nail clippers,stapler,query_excluded,1.0,2.0,0.5,exact,-5.54164442961337,-6.256981228478253,-1.8472148098711236,-3.1284906142391264,3,2,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not ",-10.301452398300173,-5.150726199150085,2.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::nail clippers::thumb tacks,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",nail clippers,thumb tacks,query_excluded,2.0,3.0,0.6666666666666666,exact,-5.54164442961337,-13.499249899759889,-1.8472148098711236,-4.49974996658663,3,3,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my nail clippers but not ",-11.299330496985933,-3.76644349899531,3.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::scissors::batteries,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",scissors,batteries,query_excluded,0.0,4.0,0.0,exact,-1.243504285812378,-10.274754524230955,-1.243504285812378,-10.274754524230955,1,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not ",-12.866936683654783,-12.866936683654783,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::scissors::keys,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",scissors,keys,query_excluded,3.0,20.0,0.15,exact,-1.243504285812378,-7.649754524230957,-1.243504285812378,-7.649754524230957,1,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not ",-11.273186683654783,-11.273186683654783,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::scissors::nail clippers,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",scissors,nail clippers,query_excluded,7.0,11.0,0.6363636363636364,exact,-1.243504285812378,-5.54164442961337,-1.243504285812378,-1.8472148098711236,1,3,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not ",-8.29705208647647,-2.76568402882549,3.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::scissors::stapler,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",scissors,stapler,query_excluded,1.0,6.0,0.16666666666666666,exact,-1.243504285812378,-6.256981228478253,-1.243504285812378,-3.1284906142391264,1,2,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not ",-8.002902060747147,-4.001451030373573,2.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::scissors::thumb tacks,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",scissors,thumb tacks,query_excluded,0.0,4.0,0.0,exact,-1.243504285812378,-13.499249899759889,-1.243504285812378,-4.49974996658663,1,3,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my scissors but not ",-14.212286280235276,-4.7374287600784255,3.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::stapler::batteries,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",stapler,batteries,query_excluded,0.0,5.0,0.0,exact,-6.256981228478253,-10.274754524230955,-3.1284906142391264,-10.274754524230955,2,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my stapler but not ",-11.528422355651855,-11.528422355651855,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
1.1,novel_focus,focus_alternative_study,focus_only,cut::stapler::keys,cut,cut,no_frame,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my ",stapler,keys,query_excluded,1.0,5.0,0.2,exact,-6.256981228478253,-7.649754524230957,-3.1284906142391264,-7.649754524230957,2,1,exact_concat,exact_concat,True,"You and your friend Blair come back from a long day shopping. You want to try on your new sweater, and you tell Blair, 'I want to remove this tag.' Blair looks through some drawers and responds, 'Sure, I have my stapler but not ",-11.684672355651855,-11.684672355651855,1.0,exact_concat,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,focus_alt_exp_pipeline/human_exp_data/sca_dataframe.csv,focus_alt_exp_pipeline/model_scores/focus_hu_remaining_qwen_scores.csv,,,,,,,,,,,
